BMI_Overweight,BMI_Overwgt8,BMI_Overwgt4,BMI,Avg 0,BMI_Class,HR,Outlier,Number of Records,Avg,Handedness,Height,Name,Weight
Normal,"N2: [22,23)",Normal 1,22.955102041,Batted,b Normal,2,Good Data,1,0.27,Left,70,Jack Perconte,160
Overweight,"O4: [26.5,30)",OvWgt 2,27.194009125,Batted,c Overwgt,85,Good Data,1,0.238,Left,71,Ed Kirkpatrick,195
Overweight,"O4: [26.5,30)",OvWgt 2,26.541836735,Batted,c Overwgt,39,Good Data,1,0.252,Right,70,Jerry Grote,185
Normal,"N3: [22,24)",Normal 2,23.085944830,Batted,b Normal,62,Good Data,1,0.22,Left,73,Ellie Hendricks,175
Normal,"N4: [24,25)",Normal 2,24.391891892,Batted,b Normal,14,Good Data,1,0.231,Right,74,Jim Beauchamp,190
Overweight,"O4: [26.5,30)",OvWgt 2,26.959459459,No Batting,c Overwgt,0,Good Data,1,0,Right,74,Terry Wilshusen,210
Normal,"N4: [24,25)",Normal 2,24.404879984,Batted,b Normal,45,Good Data,1,0.268,Both,71,Tito Fuentes,175
Overweight,"O3: [26,26.5)",OvWgt 2,26.153040766,Batted,c Overwgt,3,Good Data,1,0.239,Right,67,Ron Brand,167
Normal,"N1: [19,22)",Normal 1,20.918468558,Batted,b Normal,118,Good Data,1,0.257,Right,71,Leo Cardenas,150
Normal,"N2: [22,23)",Normal 1,22.162507037,Batted,b Normal,68,Good Data,1,0.253,Left,73,Art Shamsky,168
Normal,"N4: [24,25)",Normal 2,24.165625,No Batting,b Normal,0,Good Data,1,0,Right,80,Steve Ellsworth,220
Overweight,"O4: [26.5,30)",OvWgt 2,26.541836735,Batted,c Overwgt,316,Good Data,1,0.261,Right,70,Ron Cey,185
Overweight,"O3: [26,26.5)",OvWgt 2,26.496726840,Batted,c Overwgt,3,Good Data,1,0.215,Right,71,Skip Jutze,190
Overweight,"O1: [25,25.5)",OvWgt 1,25.064740101,Batted,c Overwgt,65,Good Data,1,0.255,Both,73,Butch Wynegar,190
Overweight,"O4: [26.5,30)",OvWgt 2,27.121913580,Batted,c Overwgt,59,Good Data,1,0.288,Right,72,Ron LeFlore,200
Normal,"N3: [22,24)",Normal 2,23.731674383,Batted,b Normal,46,Good Data,1,0.263,Right,72,Bill Russell,175
Overweight,"O2: [25.5,26)",OvWgt 1,25.765817901,Batted,c Overwgt,201,Good Data,1,0.241,Right,72,Gene Tenace,190
Overweight,"O1: [25,25.5)",OvWgt 1,25.107142857,Batted,c Overwgt,14,Good Data,1,0.267,Right,70,Bubba Morton,175
Overweight,"O2: [25.5,26)",OvWgt 1,25.799444555,Batted,c Overwgt,16,Good Data,1,0.245,Right,71,Ellie Rodriguez,185
Normal,"N4: [24,25)",Normal 2,24.135135135,Batted,b Normal,14,Good Data,1,0.217,Both,74,Darrel Chaney,188
Overweight,"O2: [25.5,26)",OvWgt 1,25.675675676,Batted,c Overwgt,21,Good Data,1,0.224,Left,74,Dick Nen,200
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,No Batting,c Overwgt,0,Good Data,1,0,Right,74,Bryan Kelly,195
Overweight,"O1: [25,25.5)",OvWgt 1,25.370488889,Batted,c Overwgt,200,Good Data,1,0.262,Right,75,Bill Freehan,203
Overweight,"O4: [26.5,30)",OvWgt 2,26.541836735,Batted,c Overwgt,11,Good Data,1,0.248,Right,70,Steve Nicosia,185
Normal,"N4: [24,25)",Normal 2,24.405141678,Batted,b Normal,34,Good Data,1,0.233,Right,73,Ted Savage,185
Normal,"N4: [24,25)",Normal 2,24.391891892,Batted,b Normal,30,Good Data,1,0.226,Right,74,Pete Mackanin,190
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,43,Good Data,1,0.257,Right,72,Rich Dauer,180
Overweight,"O2: [25.5,26)",OvWgt 1,25.987817685,Batted,c Overwgt,0,Good Data,1,0.213,Right,69,Mick Kelleher,176
Normal,"N3: [22,24)",Normal 2,23.053626543,Batted,b Normal,32,Good Data,1,0.259,Left,72,Rowland Office,170
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,18,Good Data,1,0.268,Left,73,Rick Leach,180
Normal,"N4: [24,25)",Normal 2,24.405141678,Batted,b Normal,166,Good Data,1,0.246,Left,73,Dwayne Murphy,185
Normal,"N3: [22,24)",Normal 2,23.75,Batted,b Normal,12,Good Data,1,0.248,Left,74,Larry Harlow,185
Overweight,"O4: [26.5,30)",OvWgt 2,28.744888889,Batted,c Overwgt,130,Good Data,1,0.244,Left,75,Mike Epstein,230
Normal,"N3: [22,24)",Normal 2,23.75,Batted,b Normal,70,Good Data,1,0.289,Both,74,Jerry Mumphrey,185
Normal,"N4: [24,25)",Normal 2,24.405141678,Batted,b Normal,0,Good Data,1,0.144,Right,73,Don Sutton,185
Overweight,"O1: [25,25.5)",OvWgt 1,25.064740101,Batted,c Overwgt,22,Good Data,1,0.283,Right,73,Glenn Beckert,190
Normal,"N3: [22,24)",Normal 2,23.731674383,Batted,b Normal,10,Good Data,1,0.233,Right,72,Ron Davis,175
Normal,"N4: [24,25)",Normal 2,24.370666667,Batted,b Normal,68,Good Data,1,0.255,Right,75,Mike Shannon,195
Normal,"N4: [24,25)",Normal 2,24.342105263,Batted,b Normal,208,Good Data,1,0.261,Left,76,Jason Thompson,200
Normal,"N3: [22,24)",Normal 2,23.625288805,Batted,b Normal,9,Good Data,1,0.241,Both,69,Wayne Tolleson,160
Overweight,"O2: [25.5,26)",OvWgt 1,25.675675676,No Batting,c Overwgt,0,Good Data,1,0,Right,74,John Leister,200
Normal,"N4: [24,25)",Normal 2,24.405141678,No Batting,b Normal,0,Good Data,1,0,Right,73,Don Cooper,185
Overweight,"O3: [26,26.5)",OvWgt 2,26.443865741,Batted,c Overwgt,95,Good Data,1,0.243,Left,72,Mike Jorgensen,195
Normal,"N2: [22,23)",Normal 1,22.313033128,Batted,b Normal,8,Good Data,1,0.247,Right,71,Ed Romero,160
Overweight,"O1: [25,25.5)",OvWgt 1,25.328579471,Batted,c Overwgt,13,Good Data,1,0.243,Right,73,Rick Joseph,192
Normal,"N1: [19,22)",Normal 1,21.182432432,Batted,b Normal,241,Good Data,1,0.298,Left,74,Cecil Cooper,165
Normal,"N2: [22,23)",Normal 1,22.496,Batted,b Normal,36,Good Data,1,0.254,Right,75,Bill Almon,180
Overweight,"O2: [25.5,26)",OvWgt 1,25.675675676,Batted,c Overwgt,122,Good Data,1,0.24,Right,74,Joe Ferguson,200
Overweight,"O3: [26,26.5)",OvWgt 2,26.245333333,No Batting,c Overwgt,0,Good Data,1,0,Right,75,Jeff Jones,210
Normal,"N3: [22,24)",Normal 2,23.010315414,Batted,b Normal,4,Good Data,1,0.253,Right,71,Jerry Terrell,165
Normal,"N4: [24,25)",Normal 2,24.899645809,No Batting,b Normal,0,Good Data,1,0,Left,77,John Poloni,210
Overweight,"O2: [25.5,26)",OvWgt 1,25.559210526,Batted,c Overwgt,62,Good Data,1,0.265,Left,76,Dave Revering,210
Normal,"N1: [19,22)",Normal 1,21.520408163,Batted,b Normal,7,Good Data,1,0.245,Left,70,Curt Ford,150
Normal,"N3: [22,24)",Normal 2,23.108108108,Batted,b Normal,3,Good Data,1,0.234,Right,74,Jerry Dybzinski,180
Overweight,"O3: [26,26.5)",OvWgt 2,26.317567568,No Batting,c Overwgt,0,Good Data,1,0,Left,74,Mike Willis,205
Normal,"N4: [24,25)",Normal 2,24.265423527,Batted,b Normal,13,Good Data,1,0.224,Left,71,Bob Burda,174
Overweight,"O2: [25.5,26)",OvWgt 1,25.824489796,Batted,c Overwgt,26,Good Data,1,0.251,Left,70,Jesse Gonder,180
Overweight,"O1: [25,25.5)",OvWgt 1,25.087770062,Batted,c Overwgt,24,Good Data,1,0.243,Right,72,Gary Sutherland,185
Overweight,"O2: [25.5,26)",OvWgt 1,25.520531641,Batted,c Overwgt,26,Good Data,1,0.22,Right,71,Bob Coluccio,183
Normal,"N3: [22,24)",Normal 2,23.010315414,Batted,b Normal,30,Good Data,1,0.257,Left,71,Dave Rader,165
Normal,"N3: [22,24)",Normal 2,23.731674383,Batted,b Normal,4,Good Data,1,0.232,Right,72,Ron Gardenhire,175
Overweight,"O2: [25.5,26)",OvWgt 1,25.537551020,Batted,c Overwgt,9,Good Data,1,0.255,Left,70,Bill Sharp,178
Normal,"N3: [22,24)",Normal 2,23.707597699,Batted,b Normal,19,Good Data,1,0.27,Right,71,Alan Bannister,170
Overweight,"O4: [26.5,30)",OvWgt 2,27.257523148,Batted,c Overwgt,184,Good Data,1,0.295,Right,72,Bob Watson,201
Normal,"N4: [24,25)",Normal 2,24.391891892,Batted,b Normal,131,Good Data,1,0.239,Right,74,Ken Harrelson,190
Normal,"N4: [24,25)",Normal 2,24.668981047,Batted,b Normal,30,Good Data,1,0.215,Right,73,Bobby Wine,187
Overweight,"O4: [26.5,30)",OvWgt 2,26.91171875,No Batting,c Overwgt,0,Good Data,1,0,Right,80,Stefan Wever,245
Overweight,"O1: [25,25.5)",OvWgt 1,25.087770062,Batted,c Overwgt,32,Good Data,1,0.225,Right,72,John Kennedy,185
Normal,"N2: [22,23)",Normal 1,22.918016975,Batted,b Normal,2,Good Data,1,0.24,Both,72,Chico Ruiz,169
Normal,"N4: [24,25)",Normal 2,24.141302308,No Batting,b Normal,0,Good Data,1,0,Right,73,Dave Johnson,183
Overweight,"O4: [26.5,30)",OvWgt 2,28.406938776,Batted,c Overwgt,25,Good Data,1,0.266,Left,70,Gail Hopkins,198
Normal,"N3: [22,24)",Normal 2,23.855263158,Batted,b Normal,20,Good Data,1,0.201,Left,76,Doug Frobel,196
Normal,"N2: [22,23)",Normal 1,22.375578704,Batted,b Normal,9,Good Data,1,0.248,Right,72,Luis Melendez,165
Normal,"N4: [24,25)",Normal 2,24.816550926,No Batting,b Normal,0,Good Data,1,0,Left,72,Jerry Augustine,183
Overweight,"O1: [25,25.5)",OvWgt 1,25.064740101,Batted,c Overwgt,14,Good Data,1,0.188,Right,73,Bill Plummer,190
Normal,"N4: [24,25)",Normal 2,24.391891892,Batted,b Normal,31,Good Data,1,0.232,Both,74,Buck Rodgers,190
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,7,Good Data,1,0.169,Right,73,Phil Niekro,180
Normal,"N4: [24,25)",Normal 2,24.899645809,No Batting,b Normal,0,Good Data,1,0,Left,77,Jeff Holly,210
Overweight,"O1: [25,25.5)",OvWgt 1,25.107142857,Batted,c Overwgt,10,Good Data,1,0.268,Left,70,Tom Poquette,175
Normal,"N1: [19,22)",Normal 1,21.871111111,No Batting,b Normal,0,Good Data,1,0,Right,75,Eric Hetzel,175
Normal,"N3: [22,24)",Normal 2,23.085944830,Batted,b Normal,12,Good Data,1,0.254,Left,73,Brian Asselstine,175
Normal,"N3: [22,24)",Normal 2,23.731674383,Batted,b Normal,28,Good Data,1,0.269,Left,72,Rick Miller,175
Normal,"N4: [24,25)",Normal 2,24.389795918,Batted,b Normal,86,Good Data,1,0.263,Right,70,Ed Charles,170
Normal,"N2: [22,23)",Normal 1,22.148708255,Batted,b Normal,0,Good Data,1,0.21,Right,69,Luis Gomez,150
Overweight,"O4: [26.5,30)",OvWgt 2,28.601973684,No Batting,c Overwgt,0,Good Data,1,0,Right,76,Dave Lemanczyk,235
Overweight,"O2: [25.5,26)",OvWgt 1,25.559210526,No Batting,c Overwgt,0,Good Data,1,0,Right,76,Al Jones,210
Overweight,"O4: [26.5,30)",OvWgt 2,27.259183673,Batted,c Overwgt,38,Good Data,1,0.244,Right,70,Floyd Rayford,190
Normal,"N4: [24,25)",Normal 2,24.843030901,No Batting,b Normal,0,Good Data,1,0,Right,78,Sam Hinds,215
Normal,"N3: [22,24)",Normal 2,23.120888889,Batted,b Normal,166,Good Data,1,0.264,Right,75,Tony Conigliaro,185
Normal,"N4: [24,25)",Normal 2,24.306797099,No Batting,b Normal,0,Good Data,1,0,Right,77,Clay Christiansen,205
Overweight,"O2: [25.5,26)",OvWgt 1,25.620444444,Batted,c Overwgt,1,Good Data,1,0.162,Right,75,Jim Barr,205
Normal,"N4: [24,25)",Normal 2,24.363579080,Batted,b Normal,7,Good Data,1,0.275,Left,69,Jerry Remy,165
Normal,"N3: [22,24)",Normal 2,23.108108108,No Batting,b Normal,0,Good Data,1,0,Left,74,Larry Rothschild,180
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,26,Good Data,1,0.232,Right,73,Frank Duffy,180
Normal,"N4: [24,25)",Normal 2,24.370666667,No Batting,b Normal,0,Good Data,1,0,Both,75,Gary Lance,195
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,13,Good Data,1,0.256,Left,72,Tom O'Malley,180
Overweight,"O1: [25,25.5)",OvWgt 1,25.107142857,Batted,c Overwgt,109,Good Data,1,0.26,Right,70,Phil Garner,175
Overweight,"O2: [25.5,26)",OvWgt 1,25.620444444,No Batting,c Overwgt,0,Good Data,1,0,Right,75,Larry Pashnick,205
Normal,"N4: [24,25)",Normal 2,24.389795918,No Batting,b Normal,0,Good Data,1,0,Right,70,Todd Fischer,170
